@relation 'matchadata-v2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,11,12,13,14,15,16,17,18,19,6-weka.filters.unsupervised.attribute.Remove-R3'

@attribute league {LCK,TCL,NAAc,EULCS,NALCS,LMS,CBLoL,LPL}
@attribute side {Blue,Red}
@attribute team {'Kingzone DragonX','KSV Esports','Kongdoo Monster',MVP,YouthCREW,'HWA Gaming','Afreeca Freecs','KT Rolster','SK Telecom T1','ROX Tigers','BBQ Olivers','Fenerbahce Esports','Dark Passage','Jin Air Green Wings','OpTic Academy','Team Liquid Academy','FlyQuest Academy','TSM Academy','CLG Academy','100 Thieves Academy','Golden Guardians Academy','Cloud9 Academy','Echo Fox Academy','Clutch Gaming Academy','G2 Esports',Misfits,H2K,Vitality,'Unicorns of Love','Giants Gaming',Roccat,'Schalke 04',Fnatic,Splyce,'Team Liquid','Team SoloMid','100 Thieves','OpTic Gaming','Clutch Gaming','Golden Guardians','Echo Fox',FlyQuest,'Counter Logic Gaming',Cloud9,'J Team','MAD Team','Hong Kong Attitude','AHQ e-Sports Club','INTZ e-Sports Club','Vivo Keyd','CNB e-Sports Club','KaBuM e-Sports','paiN Gaming','Team One e-Sports','Red Canids','ProGaming Esports',SuperMassive,'Royal Bandits e-sports',Galakticos,'Team AURORA','Team WE','Bilibili Gaming','Vici Gaming','Snake Esports','EDward Gaming','Funplus Phoenix',OMG,'Invictus Gaming','Royal Never Give Up','JD Gaming','LGD Gaming','Rogue Warriors','Topsports Gaming','Suning Gaming','Machi 17','Flash Wolves','Team Afro',G-Rex}
@attribute gamelength numeric
@attribute k numeric
@attribute d numeric
@attribute a numeric
@attribute teamdragkills numeric
@attribute elders numeric
@attribute herald numeric
@attribute teamtowerkills numeric
@attribute teambaronkills numeric
@attribute dmgtochamps numeric
@attribute wards numeric
@attribute totalgold numeric
@attribute earnedgpm numeric
@attribute cspm numeric
@attribute result {lose,win}

@data
NAAc,Blue,'Echo Fox Academy',31.466667,18,6,37,3,0,1,9,1,69228,120,64351,1389.260593,37.46822,win
EULCS,Blue,'G2 Esports',42.6,18,7,59,2,0,1,11,1,81901,226,86634,1389.314554,40.117371,win
EULCS,Red,Vitality,33.083333,17,3,48,3,0,0,7,0,49658,198,65596,1329.098237,39.657431,win
EULCS,Red,'Giants Gaming',33.866667,12,4,28,2,0,1,11,1,52454,110,67692,1346.090551,37.73622,win
EULCS,Red,'Schalke 04',30.55,14,3,33,1,0,1,7,1,49638,129,60692,1329.538462,38.527005,win
EULCS,Blue,Fnatic,40.65,10,6,27,4,0,1,11,2,73149,192,81029,1347.434194,37.859779,win
NAAc,Blue,'Team Liquid Academy',40.016667,23,16,55,0,0,?,11,2,94276,194,84523,1465.759267,35.985006,win
NAAc,Red,'OpTic Academy',25.133333,15,0,38,2,0,1,11,1,49178,99,55312,1533.915119,34.893899,win
NAAc,Blue,'Clutch Gaming Academy',38.4,15,9,48,3,0,?,11,3,87705,143,78097,1385.890625,33.098958,win
NAAc,Blue,'Echo Fox Academy',33.183333,19,8,44,3,0,0,11,2,78222,152,73805,1570.631843,40.050226,win
NAAc,Red,'Cloud9 Academy',34.633333,11,4,23,2,0,0,9,1,70745,175,70346,1379.376323,38.691049,win
EULCS,Red,Vitality,40.633333,10,7,27,2,0,0,6,1,100423,209,74702,1192.528302,34.922067,win
EULCS,Red,Splyce,68.15,8,12,26,1,1,0,11,3,147622,312,126135,1218.623624,33.807777,win
EULCS,Red,H2K,43.783333,13,8,41,2,1,0,8,3,102777,231,84063,1276.503997,33.300343,win
EULCS,Red,Roccat,45.083333,12,7,38,1,1,1,10,2,96578,223,87044,1288.170055,36.731978,win
EULCS,Blue,Misfits,42.083333,18,5,48,2,1,0,10,2,98341,251,87811,1441.853465,37.758416,win
LCK,Blue,'KT Rolster',37.066667,11,8,33,2,0,0,9,1,69454,193,72320,1301.902878,37.877698,win
LCK,Red,'KT Rolster',59.966667,14,12,34,2,2,0,8,1,151210,263,109356,1188.633685,35.302946,win
LCK,Red,'SK Telecom T1',46.466667,15,7,47,3,1,0,9,1,102488,246,92511,1349.25538,39.89957,win
LCK,Red,'Jin Air Green Wings',52.2,18,14,62,2,0,1,9,1,136703,304,97083,1221.429119,34.425287,win
LCK,Blue,'Jin Air Green Wings',94.666667,16,8,33,3,1,1,7,3,186634,420,180057,1275.454225,37.257042,win
NALCS,Blue,'Team Liquid',28.116667,11,1,36,2,0,1,10,1,45826,114,59283,1447.454653,37.87789,win
NALCS,Blue,'100 Thieves',64.55,9,7,27,5,2,0,11,3,112531,245,120533,1233.933385,34.980635,win
NALCS,Blue,'Clutch Gaming',39.05,7,2,18,3,0,1,11,2,62825,174,81559,1441.290653,40.537772,win
NALCS,Blue,'Echo Fox',29.05,15,2,40,2,0,1,9,1,69084,110,62823,1503.146299,41.686747,win
NALCS,Red,Cloud9,34.6,12,8,34,2,0,?,8,1,67438,168,66913,1282.075145,35.953757,win
NALCS,Red,'Team Liquid',36.8,13,6,45,2,0,?,8,1,51861,137,72299,1315.201087,39.728261,win
NALCS,Blue,FlyQuest,50.516667,14,9,42,2,0,1,10,4,85208,179,99233,1325.083471,36.799736,win
NALCS,Blue,'100 Thieves',34.983333,14,3,35,4,0,?,9,1,88672,164,70448,1362.368747,38.761315,win
NALCS,Red,Cloud9,38.283333,16,9,47,2,0,0,11,1,111526,177,80844,1463.733566,40.148019,win
NALCS,Blue,'Echo Fox',33,9,4,23,2,0,1,11,2,67683,131,69103,1440.272727,39.787879,win
LMS,Blue,'J Team',28.416667,8,1,25,2,0,1,9,1,45454,116,56533,1328.938416,36.175953,win
LMS,Blue,'MAD Team',31.016667,21,6,52,1,0,1,10,2,61569,131,67018,1504.281569,36.496507,win
LMS,Blue,'J Team',34.216667,16,5,43,0,0,?,9,1,64838,162,64929,1245.311252,32.732586,win
LMS,Red,'AHQ e-Sports Club',39.416667,15,9,34,3,0,0,11,1,60616,163,81450,1419.424947,39.957717,win
LMS,Blue,'AHQ e-Sports Club',37.116667,16,6,44,2,0,1,9,1,69953,153,77578,1440.98608,39.119892,win
CBLoL,Red,'Vivo Keyd',35.8,19,7,52,3,0,?,7,1,78807,186,69374,1287.329609,34.24581,win
CBLoL,Blue,'Vivo Keyd',28.7,15,2,34,3,0,?,11,1,44867,153,61467,1481.69338,39.860627,win
CBLoL,Red,'KaBuM e-Sports',32.25,12,9,24,2,0,0,8,1,84016,177,63554,1315.937984,34.387597,win
CBLoL,Blue,'KaBuM e-Sports',30.65,11,5,34,2,0,1,11,1,67895,159,63350,1409.924959,39.54323,win
CBLoL,Blue,'paiN Gaming',46.15,16,6,46,1,1,0,11,2,115015,160,87781,1260.221018,32.351029,win
CBLoL,Red,'paiN Gaming',34.033333,11,7,28,3,0,1,11,1,75793,116,64091,1230.693438,31.909892,win
CBLoL,Blue,'Red Canids',30.783333,9,0,29,1,0,1,9,2,56043,136,63950,1420.658365,40.346508,win
CBLoL,Blue,'ProGaming Esports',34.483333,15,3,40,2,0,?,11,2,77375,178,70428,1390.416626,34.625423,win
CBLoL,Blue,'Red Canids',44.066667,15,15,35,4,0,0,9,1,103991,160,79876,1169.346445,32.496218,win
TCL,Red,SuperMassive,48.766667,15,16,38,2,1,0,11,2,107184,246,95250,1312.921394,35.331511,win
TCL,Blue,'HWA Gaming',33.816667,13,0,39,4,0,1,11,1,66445,156,67014,1328.936422,34.894036,win
TCL,Blue,Galakticos,39.25,17,8,51,2,1,1,8,0,87135,170,75343,1272.458599,34.522293,win
TCL,Red,'Dark Passage',36.95,13,2,40,4,0,1,11,2,85131,214,78134,1465.29364,37.916103,win
LCK,Red,'Kingzone DragonX',37.366667,8,2,21,1,0,1,11,2,66650,239,76836,1407.393399,41.507583,win
LCK,Blue,'Kingzone DragonX',36.75,14,6,35,4,0,1,11,2,73632,225,77796,1467.401361,40.653061,win
LCK,Blue,'BBQ Olivers',35.333333,12,3,35,2,0,0,11,1,67790,185,74434,1455.622642,40.839623,win
LCK,Blue,'ROX Tigers',50.2,9,9,25,1,0,1,10,0,123483,254,96811,1289.055777,40.498008,win
LCK,Red,'ROX Tigers',34.25,14,3,39,1,0,0,9,1,83890,190,67182,1309.284672,36.20438,win
LPL,Blue,'Team WE',26.966667,4,1,8,3,?,?,11,?,?,?,55730,?,?,win
LPL,Blue,'Bilibili Gaming',24.883333,10,3,29,0,?,?,6,?,?,?,49688,?,?,win
LPL,Blue,'Bilibili Gaming',42.933333,20,17,59,0,?,?,10,?,?,?,82188,?,?,win
LPL,Blue,'Bilibili Gaming',28.1,15,3,40,1,?,?,9,?,?,?,58534,?,?,win
LPL,Blue,'Bilibili Gaming',37.7,12,8,32,0,?,?,10,?,?,?,75374,?,?,win
LPL,Blue,'Snake Esports',38.733333,14,8,45,2,?,?,11,?,?,?,79777,?,?,win
LPL,Blue,'Snake Esports',33.583333,8,2,25,2,?,?,7,?,?,?,64695,?,?,win
LPL,Red,'EDward Gaming',57.183333,10,14,28,5,?,?,10,?,?,?,108603,?,?,win
LPL,Red,'EDward Gaming',22.3,17,3,42,2,?,?,9,?,?,?,47451,?,?,win
LPL,Blue,OMG,29.133333,18,2,47,2,?,?,9,?,?,?,64203,?,?,win
LPL,Blue,OMG,36.383333,25,7,57,3,?,?,11,?,?,?,79824,?,?,win
LPL,Blue,'Funplus Phoenix',37.816667,20,11,51,3,?,?,10,?,?,?,74633,?,?,win
LPL,Blue,'Snake Esports',41.116667,19,15,51,1,?,?,9,?,?,?,81200,?,?,win
LPL,Blue,'Funplus Phoenix',39.1,21,7,43,2,?,?,11,?,?,?,79259,?,?,win
LPL,Blue,'Invictus Gaming',26.466667,12,4,32,3,?,?,9,?,?,?,56163,?,?,win
LPL,Blue,'Royal Never Give Up',28,13,3,38,0,?,?,10,?,?,?,59973,?,?,win
LPL,Red,'Royal Never Give Up',35.75,21,11,49,2,?,?,9,?,?,?,74582,?,?,win
LPL,Blue,'JD Gaming',31.333333,7,0,21,4,?,?,11,?,?,?,64078,?,?,win
LPL,Red,'JD Gaming',26.7,14,6,38,2,?,?,10,?,?,?,57664,?,?,win
LPL,Red,'Team WE',33.433333,15,6,43,2,?,?,9,?,?,?,66512,?,?,win
LPL,Red,'Team WE',29.5,14,2,34,2,?,?,8,?,?,?,61255,?,?,win
LPL,Red,'Invictus Gaming',37.533333,14,5,32,2,?,?,10,?,?,?,76499,?,?,win
LPL,Red,'Invictus Gaming',23.466667,20,4,47,1,?,?,9,?,?,?,55332,?,?,win
LPL,Blue,'Rogue Warriors',29.166667,10,7,29,2,?,?,10,?,?,?,62000,?,?,win
LPL,Blue,'Rogue Warriors',30,11,1,28,3,?,?,10,?,?,?,62156,?,?,win
LPL,Red,'Suning Gaming',21.366667,17,3,35,1,?,?,8,?,?,?,46554,?,?,win
LPL,Blue,'LGD Gaming',27.266667,15,4,44,3,?,?,11,?,?,?,58983,?,?,win
LPL,Red,'Suning Gaming',30.233333,12,2,29,1,?,?,11,?,?,?,64962,?,?,win
LPL,Red,'Suning Gaming',36.366667,20,9,43,2,?,?,9,?,?,?,72939,?,?,win
LPL,Red,'Suning Gaming',41.316667,21,15,65,2,?,?,10,?,?,?,80792,?,?,win
LPL,Red,'Royal Never Give Up',32.716667,15,3,34,3,?,?,9,?,?,?,68302,?,?,win
LPL,Red,'Royal Never Give Up',33.066667,21,6,53,3,?,?,10,?,?,?,68741,?,?,win
LCK,Blue,'Jin Air Green Wings',31.166667,14,5,30,2,0,1,11,1,75015,162,65867,1457.165775,39.304813,win
LCK,Red,'Jin Air Green Wings',39.65,13,6,35,4,1,1,11,2,98197,209,83612,1461.997478,41.86633,win
LCK,Blue,'KT Rolster',35.066667,9,1,25,2,0,1,11,1,70711,207,70739,1365.975285,39.439163,win
LCK,Blue,'SK Telecom T1',31.416667,15,3,55,2,0,0,11,2,63527,161,68858,1535.904509,38.228117,win
LCK,Blue,'KT Rolster',42.25,12,10,35,2,0,?,7,1,117060,199,78352,1209.869822,36.213018,win
LCK,Blue,'ROX Tigers',35.533333,14,6,41,1,0,?,11,2,74006,180,76441,1500.467167,39.090056,win
LCK,Blue,'Kongdoo Monster',48.583333,12,11,28,0,0,0,7,0,111950,225,87899,1168.878216,36.391081,win
LCK,Blue,'ROX Tigers',53.116667,16,7,45,2,1,?,11,1,117086,254,101767,1277.97176,34.09476,win
LCK,Red,'Afreeca Freecs',47.55,3,1,4,3,1,1,11,2,113982,295,100802,1478.935857,45.383807,win
LCK,Red,'KSV Esports',71.633333,15,12,45,0,0,0,7,0,160910,263,138324,1299.763611,40.414146,win
LCK,Blue,'KSV Esports',29.783333,6,2,13,2,0,?,11,1,41714,136,61450,1404.966984,41.163962,win
LPL,Blue,'Bilibili Gaming',37.116667,11,5,23,3,?,?,10,?,?,?,75251,?,?,win
LPL,Red,'Bilibili Gaming',51.25,19,18,54,5,?,?,9,?,?,?,100792,?,?,win
LPL,Red,'Invictus Gaming',24.3,16,7,42,1,?,?,9,?,?,?,52160,?,?,win
LPL,Blue,'Invictus Gaming',33.5,16,12,45,1,?,?,9,?,?,?,67637,?,?,win
LPL,Red,'JD Gaming',28.766667,15,1,42,2,?,?,9,?,?,?,60033,?,?,win
LPL,Blue,'JD Gaming',36.916667,12,5,37,3,?,?,9,?,?,?,72078,?,?,win
LPL,Red,'Royal Never Give Up',34.316667,12,5,30,3,?,?,10,?,?,?,70636,?,?,win
LPL,Blue,'LGD Gaming',34.316667,17,11,44,3,?,?,9,?,?,?,71992,?,?,win
LPL,Blue,'LGD Gaming',27.566667,15,4,37,2,?,?,8,?,?,?,56246,?,?,win
LPL,Red,'Suning Gaming',24.133333,19,1,46,2,?,?,11,?,?,?,55303,?,?,win
LPL,Blue,'Rogue Warriors',29.033333,19,5,54,2,?,?,11,?,?,?,61333,?,?,win
LPL,Blue,'Snake Esports',33.7,18,5,48,1,?,?,10,?,?,?,69400,?,?,win
LPL,Blue,'Snake Esports',34.6,16,10,46,3,?,?,11,?,?,?,71442,?,?,win
NAAc,Blue,'Echo Fox Academy',39.4,12,2,32,3,0,?,9,2,81348,171,77222,1312.974619,36.751269,win
NAAc,Blue,'Cloud9 Academy',36.583333,11,6,27,3,0,1,10,1,72175,153,70807,1285.831435,37.667426,win
NAAc,Red,'FlyQuest Academy',51.55,18,12,51,2,0,0,9,3,96123,205,103446,1367.980601,38.079534,win
NAAc,Blue,'Golden Guardians Academy',48.55,19,12,62,4,2,0,11,3,102342,226,100916,1438.216272,34.212152,win
NAAc,Red,'Clutch Gaming Academy',31.65,19,4,45,2,0,1,11,1,56013,149,65694,1420.101106,34.154818,win
EULCS,Blue,'Giants Gaming',39.966667,16,7,44,0,0,?,10,2,92421,159,76324,1263.212677,33.252711,win
EULCS,Red,Roccat,44.233333,13,7,39,2,1,?,11,3,86160,219,92609,1450.494348,38.522984,win
EULCS,Blue,Misfits,31.7,7,0,20,3,0,0,8,1,54459,167,63091,1334.782334,41.766562,win
EULCS,Red,Vitality,41,12,5,15,2,0,0,10,1,73917,200,81458,1341.170732,40.365854,win
EULCS,Red,'Schalke 04',35.916667,10,4,28,4,0,?,10,1,57443,169,71241,1333.141531,38.561485,win
LCK,Blue,'Kingzone DragonX',51.533333,9,9,24,5,2,0,8,1,104984,314,103338,1366.525226,42.322122,win
LCK,Red,'Kingzone DragonX',28.183333,8,3,17,3,0,0,10,1,63703,145,63132,1579.153164,44.63631,win
LCK,Blue,'KT Rolster',32.15,9,4,22,3,0,1,11,1,49459,184,67268,1437.455677,41.710731,win
LCK,Blue,'BBQ Olivers',41,12,5,32,3,0,?,11,2,96182,214,84798,1422.634146,39.853659,win
LCK,Blue,'KT Rolster',35.283333,12,4,34,4,0,?,11,1,62581,203,75922,1500.725555,39.111951,win
NAAc,Red,'CLG Academy',39.766667,24,14,66,1,0,0,9,2,90314,183,86467,1527.706622,38.072087,win
NAAc,Blue,'TSM Academy',35.733333,12,5,25,3,0,?,10,1,71062,157,71967,1363.438433,38.955224,win
NAAc,Blue,'Cloud9 Academy',26.783333,14,4,34,2,0,1,11,1,66314,104,57794,1494.384568,36.776602,win
NAAc,Blue,'Team Liquid Academy',25.4,13,2,33,2,0,1,8,1,39414,120,51794,1372.88189,35.511811,win
NAAc,Red,'FlyQuest Academy',24.116667,15,3,34,2,0,1,9,1,43547,78,51442,1463.908777,36.406358,win
LCK,Red,'Kongdoo Monster',30.983333,16,2,51,1,0,0,10,1,75861,163,67667,1527.50511,38.246369,win
LCK,Blue,'Kongdoo Monster',46.283333,13,12,26,2,0,?,9,2,101134,219,91715,1339.825711,36.64386,win
LCK,Red,'Afreeca Freecs',34.733333,11,5,33,4,0,1,11,2,83886,201,74882,1504.238004,41.746641,win
LCK,Blue,'Afreeca Freecs',53.5,10,6,31,0,0,0,9,1,91607,321,102331,1274.971963,37.383178,win
EULCS,Blue,'Giants Gaming',30.116667,6,3,19,1,0,?,8,1,50533,145,57612,1255.205313,40.143885,win
EULCS,Blue,Roccat,31.516667,12,2,40,0,0,1,11,1,72177,135,64217,1381.83395,38.487573,win
EULCS,Blue,Misfits,31.333333,14,3,25,0,0,0,8,2,56248,164,63340,1365.510638,37.212766,win
EULCS,Red,Splyce,47.95,11,5,35,2,1,?,10,1,99637,189,92587,1290.168926,35.537018,win
EULCS,Blue,Fnatic,43.65,11,10,23,2,1,?,11,2,87564,197,84607,1294.735395,36.678121,win
NALCS,Blue,'Clutch Gaming',31.2,20,6,53,3,0,0,9,1,68099,116,64892,1423.705128,33.814103,win
NALCS,Blue,'Team SoloMid',62.65,11,8,31,3,2,?,11,0,208039,301,121538,1305.956903,36.584198,win
NALCS,Red,'Echo Fox',46.183333,26,17,82,3,1,0,9,1,123409,247,91470,1338.747023,34.254782,win
NALCS,Blue,'100 Thieves',46.25,13,5,35,2,0,1,11,1,81878,219,92359,1355.156757,40.324324,win
NALCS,Red,FlyQuest,47.783333,15,15,49,4,1,?,8,1,120163,237,89540,1233.036624,35.074991,win
LPL,Red,'EDward Gaming',37.05,13,9,29,2,?,?,11,?,?,?,75888,?,?,win
LPL,Blue,'EDward Gaming',38.933333,12,6,46,0,?,?,9,?,?,?,77219,?,?,win
LPL,Blue,OMG,35.4,10,6,26,3,?,?,11,?,?,?,74046,?,?,win
LPL,Blue,'EDward Gaming',35.4,13,7,39,4,?,?,9,?,?,?,69847,?,?,win
LPL,Red,'EDward Gaming',41.883333,20,15,56,2,?,?,9,?,?,?,86969,?,?,win
LPL,Blue,'Funplus Phoenix',35.466667,14,4,40,3,?,?,11,?,?,?,71289,?,?,win
LPL,Blue,'Team WE',33.083333,13,9,30,3,?,?,10,?,?,?,67452,?,?,win
LPL,Red,'Team WE',32.166667,13,6,40,0,?,?,11,?,?,?,67087,?,?,win
LPL,Red,'Invictus Gaming',36.616667,15,8,50,1,?,?,9,?,?,?,75552,?,?,win
LPL,Blue,'Invictus Gaming',34.833333,10,5,26,3,?,?,11,?,?,?,70941,?,?,win
LPL,Red,'LGD Gaming',35.883333,19,7,36,3,?,?,11,?,?,?,78675,?,?,win
LPL,Red,'Rogue Warriors',29.383333,12,3,20,2,?,?,10,?,?,?,60267,?,?,win
LPL,Red,'LGD Gaming',29.45,19,9,43,2,?,?,7,?,?,?,62468,?,?,win
LPL,Red,'Snake Esports',27.583333,14,1,26,2,?,?,10,?,?,?,60021,?,?,win
LPL,Blue,'Snake Esports',32.966667,15,3,31,2,?,?,10,?,?,?,67649,?,?,win
LPL,Red,'Team WE',31.7,11,1,26,4,?,?,11,?,?,?,67995,?,?,win
LPL,Blue,'Team WE',31.166667,14,4,40,1,?,?,9,?,?,?,63427,?,?,win
CBLoL,Blue,'Red Canids',37.066667,24,12,62,2,0,1,11,2,100956,159,78236,1461.507194,35.314748,win
CBLoL,Red,'Red Canids',27.85,14,5,33,2,0,1,10,1,57314,108,61043,1530.369838,38.456014,win
CBLoL,Red,'INTZ e-Sports Club',27.75,11,3,26,2,0,?,8,1,49496,113,56125,1360.864865,38.522523,win
CBLoL,Red,'Team One e-Sports',53.583333,17,29,47,5,1,0,11,2,192972,253,106420,1348.348367,32.491446,win
CBLoL,Blue,'Team One e-Sports',35.2,13,5,32,2,0,0,11,1,72185,138,68719,1301.096591,34.0625,win
CBLoL,Red,'ProGaming Esports',32.633333,9,1,25,4,0,0,11,1,62817,174,60008,1184.629213,31.65475,win
CBLoL,Blue,'ProGaming Esports',28.55,15,4,44,0,0,1,10,1,49653,123,57286,1346.248687,32.994746,win
CBLoL,Blue,'KaBuM e-Sports',33.066667,15,5,52,2,0,1,8,2,59493,153,69192,1438.826613,38.044355,win
CBLoL,Blue,'paiN Gaming',33.966667,11,1,36,2,0,0,7,1,71336,166,65077,1263.338567,37.006869,win
CBLoL,Blue,'KaBuM e-Sports',29.933333,7,1,19,4,0,1,10,2,42582,121,64996,1513.32294,42.060134,win
TCL,Blue,'Fenerbahce Esports',32.966667,10,7,32,0,0,1,9,1,64647,149,65329,1327.868554,39.615774,win
TCL,Red,'Royal Bandits e-sports',34.016667,9,1,25,3,0,?,11,1,68301,200,68324,1356.035277,39.304263,win
TCL,Red,SuperMassive,29.366667,10,6,29,4,0,1,11,1,71645,153,64442,1535.468785,40.079455,win
TCL,Blue,'Team AURORA',32.116667,18,8,54,4,0,1,11,1,70280,132,66376,1411.80903,34.561495,win
TCL,Red,'Royal Bandits e-sports',31.633333,13,7,41,3,0,1,9,2,68146,189,65250,1407.135933,36.701791,win
TCL,Blue,YouthCREW,30.283333,8,3,24,1,0,1,9,1,58100,107,58314,1268.110072,37.116125,win
TCL,Red,SuperMassive,36.883333,8,3,27,4,0,0,10,2,43147,186,74400,1367.810212,39.014912,win
TCL,Red,Galakticos,32.366667,16,9,50,2,0,0,11,2,73276,131,68168,1451.542739,35.406797,win
TCL,Red,SuperMassive,29.116667,15,8,46,3,0,?,10,1,74941,144,62896,1500.810532,35.306239,win
TCL,Red,'Team AURORA',31.283333,9,0,25,1,0,1,11,1,63272,136,64887,1418.122536,39.989345,win
TCL,Blue,'Royal Bandits e-sports',31.116667,19,5,57,3,0,1,10,1,65521,145,63651,1389.274772,34.708088,win
TCL,Blue,'Fenerbahce Esports',45.75,16,8,40,4,1,1,10,1,113438,187,91300,1353.508197,36.262295,win
TCL,Red,'Royal Bandits e-sports',35.65,12,3,30,3,0,0,11,1,76744,143,74979,1452.54418,41.879383,win
TCL,Red,SuperMassive,33.766667,16,7,49,3,0,?,9,2,71803,145,69011,1390.951629,35.004936,win
TCL,Red,'Dark Passage',38.5,18,8,56,2,0,1,10,0,83462,143,72984,1247.896104,33.220779,win
NALCS,Blue,'Echo Fox',55.7,24,16,79,2,1,0,7,2,190119,243,113120,1394.140036,37.289048,win
NALCS,Blue,Cloud9,40.666667,16,7,42,2,1,1,11,3,96246,209,85496,1456.47541,38.090164,win
NALCS,Blue,'OpTic Gaming',38.3,16,7,29,4,1,1,11,2,92261,181,77140,1366.120104,34.856397,win
NALCS,Red,'Counter Logic Gaming',42.583333,14,6,39,3,1,0,10,1,120651,155,85790,1370.277886,37.643836,win
NALCS,Blue,'Team Liquid',27.616667,12,2,30,2,0,0,9,1,47370,110,60480,1528.08449,39.90344,win
LCK,Blue,'BBQ Olivers',43.716667,12,5,30,3,1,0,11,2,81130,253,91449,1448.335494,39.73313,win
LCK,Red,'BBQ Olivers',41.316667,8,15,21,0,0,0,10,2,71581,223,82334,1347.402985,38.676886,win
LCK,Red,'Kingzone DragonX',31.05,12,7,28,2,0,?,10,2,60242,176,66470,1484.360709,40.386473,win
LCK,Blue,'Kingzone DragonX',23.8,22,3,57,2,0,?,8,0,55354,101,53276,1568.588235,39.663866,win
LMS,Red,'Hong Kong Attitude',38.55,17,4,49,3,0,0,10,2,98241,166,79137,1405.094682,36.108949,win
LMS,Red,'Machi 17',31.733333,13,3,37,2,0,0,9,1,66040,158,66886,1452.327731,36.743697,win
LMS,Red,'Machi 17',38.966667,13,4,36,3,0,1,11,2,94210,219,83105,1485.356715,37.827203,win
LMS,Blue,'Flash Wolves',33.9,8,0,22,2,0,?,9,2,65524,202,64402,1247.115044,35.368732,win
LMS,Blue,'Team Afro',44.75,14,9,45,2,0,0,8,1,83842,238,81303,1174.03352,33.407821,win
LMS,Blue,'Flash Wolves',27.683333,16,4,41,1,0,?,8,1,63693,145,58911,1466.254064,38.290187,win
LMS,Blue,'J Team',42.566667,9,10,24,3,1,?,8,0,83148,202,75002,1117.616288,33.617854,win
LMS,Blue,'J Team',30.8,13,1,38,2,0,1,11,0,55214,143,65335,1464.525974,39.253247,win
LMS,Red,G-Rex,41.716667,14,2,33,4,1,?,10,1,73520,207,83554,1357.860168,40.439473,win
LMS,Blue,G-Rex,34.233333,11,7,27,2,0,1,10,2,51803,164,69983,1392.040896,39.055501,win
LMS,Red,'Machi 17',40.516667,16,3,38,4,0,0,11,2,116606,153,84680,1443.993418,39.588647,win
LMS,Red,'Machi 17',34.916667,11,2,28,3,0,1,8,0,66415,162,69744,1345.976134,40.439141,win
LMS,Blue,G-Rex,35.666667,7,1,16,2,0,1,11,1,71488,193,69501,1297.990654,38.579439,win
LMS,Red,G-Rex,34.916667,14,9,37,0,0,1,7,1,66690,133,69074,1326.787589,37.145585,win
TCL,Red,'Fenerbahce Esports',38.033333,16,5,35,3,0,1,10,2,70003,220,76961,1375.283085,37.099036,win
TCL,Blue,'Royal Bandits e-sports',24.066667,8,1,15,2,0,1,11,1,45169,80,51703,1479.066482,38.434903,win
TCL,Red,SuperMassive,26.366667,11,3,25,3,0,1,11,1,62702,115,55873,1454.814159,36.144121,win
TCL,Blue,'Dark Passage',35.5,14,5,40,3,0,1,8,2,76324,181,74202,1439.380282,38.788732,win
TCL,Red,'Fenerbahce Esports',43.4,12,3,33,3,1,?,11,2,115522,194,93003,1499.175115,38.986175,win
LCK,Red,'KSV Esports',28.466667,12,5,28,3,0,0,8,1,55730,138,57876,1372.70726,39.168618,win
LCK,Blue,'KSV Esports',38.166667,6,9,21,0,0,0,9,2,78466,193,71220,1217.921397,36.995633,win
LCK,Red,'Jin Air Green Wings',40.016667,18,1,44,2,0,1,11,1,73675,209,82899,1425.176177,40.233236,win
LCK,Blue,'Jin Air Green Wings',43.15,11,5,22,4,1,1,11,1,60638,168,88975,1418.057937,43.244496,win
LCK,Blue,'Kingzone DragonX',44.783333,11,5,34,3,1,1,11,2,94409,246,99352,1575.733532,43.342017,win
LCK,Red,'Kingzone DragonX',27.4,15,3,27,3,0,1,11,1,47557,127,61651,1587.744526,43.138686,win
LCK,Blue,'Afreeca Freecs',37.966667,6,3,20,5,1,1,11,1,53008,248,80680,1476.726953,44.907814,win
LCK,Red,'Afreeca Freecs',33.583333,9,2,23,3,0,0,11,2,56502,198,73795,1544.337469,42.699752,win
LCK,Blue,'KT Rolster',42,14,11,43,4,1,0,11,1,75635,165,83573,1345.02381,36.761905,win
LCK,Red,'KT Rolster',32.883333,15,6,49,3,0,1,11,2,87053,139,72683,1556.42372,39.290421,win
LCK,Blue,MVP,35.183333,14,8,43,3,0,1,10,2,113679,166,77142,1541.405969,39.422075,win
LCK,Blue,'SK Telecom T1',43.2,12,1,37,2,1,0,11,2,92881,234,90313,1446.680556,38.796296,win
LCK,Blue,MVP,50.783333,10,6,17,5,1,1,10,3,99389,273,101473,1359.020676,37.787988,win
NAAc,Red,'OpTic Academy',36.366667,12,3,38,1,0,0,10,1,60270,148,68812,1242.280477,37.176902,win
NAAc,Blue,'TSM Academy',30.733333,12,4,38,3,0,1,9,1,67062,100,61696,1350.624729,35.206074,win
NAAc,Red,'Team Liquid Academy',20.1,19,5,52,2,0,1,7,0,35631,85,41926,1405.313433,33.58209,win
NAAc,Blue,'Clutch Gaming Academy',45.916667,19,12,43,2,0,1,11,3,117291,187,84389,1195.862069,29.923775,win
